Sr#,District,Block,Village/Town Code,Village/Town Name,People Groups,Language Groups,Gath Type,MC,HC,PC,AV,EV,Church/Orgn Name,Pastor/Leader Name,Comments
15331,Gopalganj,Kuchaikote,1763230475,Hem Bardaha,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,PC,0,0,1,0,0,Elohim Church,,AV to PC @ Feb'25
15335,Gopalganj,Kuchaikote,1763448500,Parmanand Patti,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,Elroe church,,
15336,Gopalganj,Kuchaikote,1763451400,Kawalban Chak,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,Elroe church,,
15337,Gopalganj,Manjha,1764230999,Admapur,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,HC,0,1,0,0,0,Gems,,
15338,Gopalganj,Manjha,1768230943,Amaithi Kalan,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,Gems,,
15339,Gopalganj,Manjha,1768230939,Amaithi Khurd,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,PC,0,0,1,0,0,Joyous Church,,AV to PC @ Sept'25
15342,Gopalganj,Manjha,1764230977,Ahiraulia,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,PC,0,0,1,0,0,,Harish,
15343,Gopalganj,Manjha,1768230940,Indarwa,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,MC,1,0,0,0,0,,Harish,
15345,Gopalganj,Manjha,1764230989,Upar Chhanta,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Harish,
15348,Gopalganj,Manjha,2108230964,Kamanpura,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Harish,
15349,Gopalganj,Manjha,1764230973,Karanpura,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Harish,
15353,Gopalganj,Manjha,1764230935,Khap Mira Tola,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Harish,
15355,Gopalganj,Manjha,1768230992,Goniar,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,,
15356,Gopalganj,Manjha,1768230991,Gopalpur,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Harish,
15357,Gopalganj,Manjha,1764230987,Gobindapur,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Harish,
15361,Gopalganj,Manjha,1764230928,Chhabahi Taqi,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Harish,
15362,Gopalganj,Manjha,1764231005,Chhabahi Shikmi,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Harish,
15367,Gopalganj,Manjha,1764231022,Jhajhwa,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,MC,1,0,0,0,0,,Hiralal kumar,
15369,Gopalganj,Manjha,2108230957,Telia Bandh,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,HC,0,1,0,0,0,,Hiralal kumar,
15370,Gopalganj,Manjha,1764231003,Tola Duldulia,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Hiralal kumar,
15374,Gopalganj,Manjha,1764231004,Duldulia,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Hiralal kumar,
15375,Gopalganj,Manjha,2108230948,Deuria,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,PC,0,0,1,0,0,AG Church,,AV to PC @ Sept'25
15378,Gopalganj,Manjha,1764230930,Dewapur Tola Mohar Singh,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,PC,0,0,1,0,0,Pentecostal Church,,AV to PC @ Oct - Dec'25
15379,Gopalganj,Manjha,1764230937,Dewapur Mathia,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,PC,0,0,1,0,0,Ind Church,Hiralal kumar,AV to PC @ Feb'25
15381,Gopalganj,Manjha,1764231001,Dhankhar,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Hiralal kumar,
15385,Gopalganj,Manjha,1764231012,Dhausi Tola,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Hiralal kumar,
15386,Gopalganj,Manjha,1764230919,Namuiyan,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Hiralal kumar,
15388,Gopalganj,Manjha,1757231020,Pathra Tola,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Hiralal kumar,
15392,Gopalganj,Manjha,1764230984,Pasrampur,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Hiralal kumar,
15394,Gopalganj,Manjha,1757230971,Pipra,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Hiralal kumar,
15395,Gopalganj,Manjha,1757231023,Puraina,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Hiralal kumar,
15398,Gopalganj,Manjha,1757230972,Phulwaria,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Hiralal kumar,
15402,Gopalganj,Manjha,1764230926,Bahora Tola,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Hiralal kumar,
15403,Gopalganj,Manjha,1764230962,Bishambharpur,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Hiralal kumar,
15405,Gopalganj,Manjha,2108230952,Baikunthpur,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,PC,0,0,1,0,0,AG Church,,AV to PC @ Sept'25
15410,Gopalganj,Manjha,1764230925,Bhojpurwa,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Hiralal kumar,
15412,Gopalganj,Manjha,1764230981,Manjha,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Hiralal kumar,
15418,Gopalganj,Manjha,1764231013,Malikana,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,MC,1,0,0,0,0,,Manish Gupta,
15420,Gopalganj,Manjha,1764231008,Malikana Dhama,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,HC,0,1,0,0,0,,Manish Gupta,
15421,Gopalganj,Manjha,1764230923,Mir Alipur,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,PC,0,0,1,0,0,,Manish Gupta,
15425,Gopalganj,Manjha,2108230956,Lahladpur,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Manish Gupta,
15427,Gopalganj,Manjha,1764230961,Lohkhara,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Manish Gupta,
15429,Gopalganj,Manjha,1764230985,Lohjira,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Manish Gupta,
15431,Gopalganj,Manjha,1764231010,Shahzadpur,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Manish Gupta,
15433,Gopalganj,Manjha,1764230976,Shekh Parsa,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Manish Gupta,
15435,Gopalganj,Manjha,2108230959,Sajapur,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Manish Gupta,
15438,Gopalganj,Manjha,1764230983,Sipah Khas,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Manish Gupta,
15439,Gopalganj,Manjha,1764231009,Sirampur Kolhua Pakar,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Manish Gupta,
15442,Gopalganj,Manjha,1764230996,Himtapur,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Manish Gupta,
15443,Gopalganj,Manjha,1768498200,Arazi Ramnagar,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Manish Gupta,
15446,Gopalganj,Manjha,1764505800,Tola Alimullah,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Manish Gupta,
15448,Gopalganj,Pach Deuri,1765230245,Arazi Pachdeuri,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Manish Gupta,
15451,Gopalganj,Pach Deuri,1765230263,Kapuri,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,HC,0,1,0,0,0,,Manish Gupta,
15453,Gopalganj,Pach Deuri,1765230256,Kubrahi,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,PC,0,0,1,0,0,,Manish Gupta,
15454,Gopalganj,Pach Deuri,1765230271,Kusa Khurd,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,,Manish Gupta,
15456,Gopalganj,Pach Deuri,1762230215,Khalganw,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,MC,1,0,0,0,0,Jagriti church,,
15458,Gopalganj,Pach Deuri,1765230216,Gahni,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,HC,0,1,0,0,0,Jagriti church,,
15459,Gopalganj,Pach Deuri,1765230259,Gurianw,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,Jagriti church,,
15461,Gopalganj,Pach Deuri,1765230272,Gorianw,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,PC,0,0,1,0,0,Jagriti church,,AV to PC @ Feb'25
15463,Gopalganj,Pach Deuri,1762230212,Chakia,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,Jagriti church,,
15464,Gopalganj,Pach Deuri,1765230253,Chaphi,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,PC,0,0,1,0,0,AG Church,,AV to PC @ Sept'25
15466,Gopalganj,Pach Deuri,1765230189,Chhitauna,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,Jagriti church,,
15468,Gopalganj,Pach Deuri,1765230273,Jasauli,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,Jagriti church,,
15469,Gopalganj,Pach Deuri,1765230242,Tiwari Chhapra,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,Jagriti church,,
15473,Gopalganj,Pach Deuri,1765230249,Tetariya Bodhraut,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,Jagriti church,,
15474,Gopalganj,Pach Deuri,1765230264,Tetariya Bhichha Ram,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,PC,0,0,1,0,0,Pentecostal Church,,AV to PC @ Oct - Dec'25
15477,Gopalganj,Pach Deuri,1762230227,Datt Patti,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,Jagriti church,,
15478,Gopalganj,Pach Deuri,1762230179,Diulia,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,Jagriti church,,
15479,Gopalganj,Pach Deuri,1765230241,Dubaulia,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,Jagriti church,,
15483,Gopalganj,Pach Deuri,1762230214,Nandpatti,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,HC,0,1,0,0,0,Nav bharat m.,,
15485,Gopalganj,Pach Deuri,1765230261,Natwa,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,MC,1,0,0,0,0,Nav bharat m.,,
15486,Gopalganj,Pach Deuri,1765230274,Nimuia,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,HC,0,1,0,0,0,Nav bharat m.,,
15489,Gopalganj,Pach Deuri,1765230237,Nehruwa Kalan,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,PC,0,0,1,0,0,Nav bharat m.,,
15492,Gopalganj,Pach Deuri,1765230255,Patohwa,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,Nav bharat m.,,
15493,Gopalganj,Pach Deuri,1765230196,Parsa,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,Nav bharat m.,,
15494,Gopalganj,Pach Deuri,1762230219,Parsauni Khurd,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,Nav bharat m.,,
15498,Gopalganj,Pach Deuri,1762230218,Phattu Chhapur,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,Nav bharat m.,,
15499,Gopalganj,Pach Deuri,1765230258,Bankata,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,Nav bharat m.,,
15502,Gopalganj,Pach Deuri,1765230197,Batar Choraha,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,Nav bharat m.,,
15504,Gopalganj,Pach Deuri,1758230177,Barai Beli,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,PC,0,0,1,0,0,Nav bharat m.,,AV to PC @ Feb'25
15505,Gopalganj,Pach Deuri,1762230228,Baherwa,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,Nav bharat m.,,
15509,Gopalganj,Pach Deuri,1765230208,Bhangaha,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,MC,1,0,0,0,0,I.P.C.,,
15510,Gopalganj,Pach Deuri,1765230275,Bhagwanpur,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,HC,0,1,0,0,0,I.P.C.,,
15514,Gopalganj,Pach Deuri,1765230205,Bhirgi Chak,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,PC,0,0,1,0,0,I.P.C.,,
15515,Gopalganj,Pach Deuri,1765230252,Manjharia,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,HC,0,1,0,0,0,I.P.C.,,
15517,Gopalganj,Pach Deuri,1762230223,Machwa,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,I.P.C.,,
15521,Gopalganj,Pach Deuri,1762230220,Mahuawa,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,I.P.C.,,
15522,Gopalganj,Pach Deuri,1765230224,Misrauli,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,PC,0,0,1,0,0,AG Church,,AV to PC @ Sept'25
15526,Gopalganj,Pach Deuri,1765230207,Maunaha,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,I.P.C.,,
15527,Gopalganj,Pach Deuri,1765230180,Rajapur,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,I.P.C.,,
15529,Gopalganj,Pach Deuri,1765230262,Rampur,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,I.P.C.,,
15530,Gopalganj,Pach Deuri,1765429400,Rampur,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,I.P.C.,,
15531,Gopalganj,Pach Deuri,1765230213,Rupi Bagahi,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,I.P.C.,,
15534,Gopalganj,Pach Deuri,1758230178,Shekh Beli,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,I.P.C.,,
15537,Gopalganj,Pach Deuri,1765230265,Sikatia,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,I.P.C.,,
15538,Gopalganj,Pach Deuri,1765230191,Sital Choraha,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,I.P.C.,,
15540,Gopalganj,Pach Deuri,1765230235,Sukrauli,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,PC,0,0,1,0,0,Pentecostal Church,,AV to PC @ Oct - Dec'25
15546,Gopalganj,Pach Deuri,1765430000,Sureman Chak,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,B.C.C.I,,
15547,Gopalganj,Phulwaria,1766230590,Bairagi Tola,"Chamar,Paswan,Kushvaha,Teli,Yadav,Musalim,Musahar,Sonar,Lohar,Rajput,Pandit,Kurmi,Pasi,Manjhi",Bhojpuri/Hindi,AV,0,0,0,1,0,New life,,
